BEAT_KEY,AVG_CALLS,HIGH_RISK_RATIO,WEIGHTED_DEMAND,UNITS,SHIFT
518,1.375,0.6616161616161617,1.8298611111111112,0,Night
521,18.597014925373134,0.5921348314606741,24.102985074626865,3,Night
522,2.835526315789474,0.6345707656612529,3.7351973684210527,1,Night
523,10.12962962962963,0.8455210237659964,14.412037037037038,2,Night
524,12.083832335329342,0.6469276511397423,15.992514970059881,2,Night
525,1.6589595375722543,0.8257839721254355,2.3439306358381504,0,Night
526,2.6232876712328768,0.8120104438642297,3.6883561643835616,1,Night
527,1.618279569892473,0.8471760797342193,2.303763440860215,0,Night
528,2.3248175182481754,0.6216640502354788,3.047445255474453,0,Night
529,2.9215017064846416,0.727803738317757,3.9846416382252556,1,Night
531,2.682274247491639,0.5037406483790524,3.3578595317725752,1,Night
541,2.021551724137931,0.7825159914712153,2.8125,0,Night
611,6.19939577039275,0.7514619883040936,8.528700906344412,1,Night
612,1.3137254901960784,0.8955223880597015,1.9019607843137254,0,Night
613,2.5448275862068965,0.7506775067750677,3.5,1,Night
614,4.9637462235649545,0.6171637248934875,6.495468277945619,1,Night
615,1.6243386243386244,0.7785016286644951,2.2566137566137567,0,Night
616,1.1967213114754098,0.8493150684931506,1.7049180327868851,0,Night
617,1.2040816326530612,0.6101694915254238,1.5714285714285716,0,Night
618,1.2065217391304348,0.7477477477477478,1.6576086956521738,0,Night
621,2.959866220735786,0.7186440677966102,4.023411371237459,1,Night
622,2.912621359223301,0.4211111111111111,3.5258899676375406,1,Night
623,3.6222222222222222,0.7090271691498685,4.906349206349207,1,Night
624,2.446886446886447,0.6931137724550899,3.294871794871795,0,Night
625,2.3548387096774195,0.7636986301369864,3.2540322580645165,0,Night
626,1.8355555555555556,0.6803874092009685,2.4600000000000004,0,Night
627,6.0,0.7972304648862513,8.391691394658753,1,Night
628,1.7258064516129032,0.8037383177570093,2.4193548387096775,0,Night
711,1.0,0.8888888888888888,1.4444444444444444,0,Night
712,4.885196374622357,0.7390228818800247,6.690332326283989,1,Night
713,3.2524271844660193,0.5810945273631841,4.197411003236246,1,Night
714,1.7033492822966507,0.8539325842696629,2.430622009569378,0,Night
721,2.108108108108108,0.7472527472527473,2.8957528957528953,0,Night
722,2.3156028368794326,0.7718223583460949,3.209219858156028,0,Night
723,3.705521472392638,0.6440397350993378,4.898773006134969,1,Night
724,2.2362869198312234,0.7,3.018987341772152,0,Night
725,2.024896265560166,0.6475409836065574,2.680497925311203,0,Night
811,1.9876543209876543,0.7536231884057971,2.736625514403292,0,Night
812,1.0909090909090908,0.875,1.5681818181818181,0,Night
813,5.779761904761905,0.743048403707518,7.927083333333334,1,Night
814,1.3157894736842106,0.7266666666666667,1.7938596491228072,0,Night
821,2.4695340501792113,0.6952104499274311,3.327956989247312,1,Night
822,1.8130434782608695,0.7122302158273381,2.458695652173913,0,Night
823,1.5542168674698795,0.6744186046511628,2.0783132530120483,0,Night
824,2.244186046511628,0.7910189982728842,3.131782945736434,0,Night
825,1.8537735849056605,0.6081424936386769,2.4174528301886795,0,Night
826,2.717171717171717,0.8190830235439901,3.8299663299663296,1,Night
827,1.704035874439462,0.7921052631578948,2.378923766816144,0,Night
828,1.3035714285714286,0.8561643835616438,1.861607142857143,0,Night
829,1.0,0.8333333333333334,1.4166666666666667,0,Night
831,2.377952755905512,0.8344370860927153,3.370078740157481,1,Night
832,2.663082437275986,0.8613728129205922,3.810035842293907,1,Night
833,1.5851063829787233,0.7248322147651006,2.1595744680851063,0,Night
834,3.152027027027027,0.4137191854233655,3.8040540540540544,1,Night
835,1.2635658914728682,0.7361963190184049,1.7286821705426358,0,Night
836,1.6423841059602649,0.7056451612903226,2.2218543046357615,0,Night
837,1.6407185628742516,0.551094890510949,2.092814371257485,0,Night
838,2.3056603773584907,0.7610474631751227,3.1830188679245284,0,Night
839,1.5446009389671362,0.6261398176291794,2.028169014084507,0,Night
841,1.4097222222222223,0.8078817733990148,1.9791666666666667,0,Night
9,1.0,1.0,1.5,0,Night
931,2.7148014440433212,0.5332446808510638,3.4386281588447654,1,Night
932,1.3466666666666667,0.5346534653465347,1.7066666666666668,0,Night
933,1.3475177304964538,0.7473684210526316,1.851063829787234,0,Night
934,3.1201298701298703,0.595213319458897,4.048701298701299,1,Night
935,1.2457627118644068,0.7414965986394558,1.707627118644068,0,Night
936,1.316326530612245,0.6589147286821705,1.75,0,Night
937,1.3032786885245902,0.6792452830188679,1.7459016393442621,0,Night
0,1.0,1.0,1.5,0,Day
111,6.761329305135952,0.7551385165326184,9.314199395770393,1,Day
112,2.813380281690141,0.7797246558197747,3.910211267605634,0,Day
113,3.3501577287066246,0.6770244821092278,4.4842271293375395,0,Day
114,4.607361963190184,0.7263648468708389,6.280674846625766,1,Day
115,11.571428571428571,0.6422325102880658,15.287202380952381,1,Day
116,4.521341463414634,0.698583951449764,6.100609756097561,1,Day
121,3.9779179810725553,0.5860428231562252,5.143533123028392,0,Day
122,18.20353982300885,0.6801166747690812,24.393805309734514,2,Day
123,6.264615384615385,0.5206286836935167,7.895384615384616,1,Day
124,12.608308605341247,0.7359378677335844,17.247774480712167,1,Day
126,2.3171641791044775,0.6940418679549114,3.121268656716418,0,Day
231,2.170909090909091,0.5661641541038526,2.785454545454545,0,Day
232,3.3461538461538463,0.774904214559387,4.642628205128205,0,Day
233,6.850299401197605,0.576048951048951,8.823353293413172,1,Day
234,5.756756756756757,0.7762128325508607,7.9909909909909915,1,Day
235,1.4873417721518987,0.6468085106382979,1.9683544303797469,0,Day
241,3.174342105263158,0.7181347150259068,4.314144736842105,0,Day
242,12.679525222551929,0.7219751930727826,17.256676557863504,1,Day
243,3.7738853503184715,0.6776371308016877,5.052547770700636,0,Day
245,1.3209876543209877,0.8317757009345794,1.8703703703703702,0,Day
246,1.8734177215189873,0.7184684684684685,2.5464135021097047,0,Day
311,10.908011869436201,0.4687159956474429,13.464391691394658,1,Day
312,3.9371069182389937,0.615814696485623,5.149371069182391,0,Day
313,18.850746268656717,0.6400633412509897,24.88358208955224,2,Day
314,4.024844720496894,0.8726851851851852,5.7810559006211175,1,Day
315,11.00593471810089,0.7934753302777029,15.372403560830861,1,Day
316,1.1547619047619047,0.6907216494845361,1.5535714285714286,0,Day
321,6.405970149253731,0.7646784715750233,8.855223880597014,1,Day
322,2.4470989761092152,0.697350069735007,3.300341296928328,0,Day
323,1.9705882352941178,0.8017057569296375,2.7605042016806722,0,Day
324,3.081699346405229,0.7317073170731707,4.209150326797386,0,Day
325,2.375,0.7464114832535885,3.2613636363636362,0,Day
326,2.9761904761904763,0.7154285714285714,4.040816326530612,0,Day
327,3.53015873015873,0.7535971223021583,4.86031746031746,0,Day
431,2.04149377593361,0.6016260162601627,2.6556016597510372,0,Day
432,3.2394822006472492,0.6993006993006993,4.372168284789644,0,Day
433,2.7837837837837838,0.7038834951456311,3.763513513513513,0,Day
434,2.7138047138047137,0.7208436724565757,3.6919191919191916,0,Day
435,1.3157894736842106,0.68,1.7631578947368423,0,Day
436,4.678018575851393,0.40767703507610853,5.631578947368421,0,Day
437,5.307462686567164,0.7052868391451068,7.17910447761194,1,Day
438,3.2628205128205128,0.6463654223968566,4.317307692307692,0,Day
439,1.4621848739495797,0.8333333333333334,2.0714285714285716,0,Day
441,5.7357357357357355,0.7120418848167539,7.777777777777777,1,Day
442,3.1216216216216215,0.6948051948051948,4.206081081081081,0,Day
443,1.894273127753304,0.7930232558139535,2.645374449339207,0,Day
444,2.5524475524475525,0.6808219178082192,3.4213286713286712,0,Day
445,2.8543046357615895,0.7552204176334106,3.9321192052980134,0,Day
446,3.996941896024465,0.7781178270849273,5.551987767584098,0,Day
447,3.2833876221498373,0.6845238095238095,4.407166123778501,0,Day
451,4.641104294478527,0.7085261070720423,6.285276073619632,1,Day
452,2.2988505747126435,0.7066666666666667,3.1111111111111107,0,Day
511,8.460843373493976,0.654681381274475,11.23042168674699,1,Day
512,16.94658753709199,0.3652600245140956,20.041543026706236,1,Day
514,5.287878787878788,0.501432664756447,6.613636363636364,1,Day
515,2.65993265993266,0.7139240506329114,3.60942760942761,0,Day
516,2.413793103448276,0.6698412698412698,3.222222222222222,0,Day
517,4.477203647416413,0.6401900882552614,5.910334346504559,1,Day
518,1.812785388127854,0.6423173803526449,2.394977168949772,0,Day
521,40.955621301775146,0.5269811457054107,51.747041420118336,3,Day
522,6.036144578313253,0.4416167664670659,7.368975903614458,1,Day
523,4.424615384615384,0.6536856745479833,5.87076923076923,1,Day
524,20.88955223880597,0.5408688196627608,26.53880597014925,2,Day
525,2.020661157024793,0.7096114519427403,2.737603305785124,0,Day
526,6.012012012012012,0.5314685314685315,7.609609609609611,1,Day
527,2.2664092664092665,0.6303236797274276,2.980694980694981,0,Day
528,3.627009646302251,0.5469858156028369,4.618971061093248,0,Day
529,6.846385542168675,0.6445226572811262,9.052710843373495,1,Day
531,6.430722891566265,0.5704918032786885,8.265060240963855,1,Day
541,4.868501529051988,0.5628140703517588,6.238532110091743,1,Day
611,12.629850746268657,0.7688489718742614,17.48507462686567,1,Day
612,2.0434782608695654,0.7717601547388782,2.83201581027668,0,Day
613,5.352409638554217,0.6702307259425999,7.146084337349398,1,Day
614,11.053254437869823,0.6386509635974305,14.582840236686392,1,Day
615,2.2234848484848486,0.7563884156729132,3.06439393939394,0,Day
616,1.408,0.6477272727272727,1.8639999999999997,0,Day
617,1.3111111111111111,0.7711864406779662,1.8166666666666669,0,Day
618,1.729281767955801,0.7731629392971247,2.3977900552486187,0,Day
621,6.262839879154079,0.6898215147129764,8.42296072507553,1,Day
622,7.090361445783133,0.5174171622769753,8.924698795180724,1,Day
623,6.081325301204819,0.7617632491332342,8.397590361445783,1,Day
624,4.091743119266055,0.7144992526158446,5.553516819571866,0,Day
625,3.928125,0.7844073190135242,5.46875,0,Day
626,3.0774410774410774,0.5798687089715536,3.9696969696969697,0,Day
627,12.625,0.7380952380952381,17.28422619047619,1,Day
628,3.5181518151815183,0.7373358348968105,4.815181518151816,0,Day
711,1.1944444444444444,0.7674418604651163,1.6527777777777777,0,Day
712,10.75297619047619,0.7370606144478273,14.715773809523808,1,Day
713,5.7620481927710845,0.6340825927861997,7.588855421686748,1,Day
714,2.41044776119403,0.7213622291021672,3.279850746268657,0,Day
721,3.977272727272727,0.7053061224489796,5.379870129870129,0,Day
722,4.133540372670807,0.743801652892562,5.670807453416148,0,Day
723,8.87125748502994,0.6034424569692879,11.547904191616766,1,Day
724,3.4856230031948883,0.6828597616865261,4.675718849840256,0,Day
725,3.4294670846394983,0.6261425959780622,4.503134796238244,0,Day
811,2.9242902208201893,0.697950377562028,3.944794952681388,0,Day
812,1.1025641025641026,0.5348837209302325,1.3974358974358976,0,Day
813,12.06547619047619,0.7030093734583128,16.30654761904762,1,Day
814,1.695,0.6755162241887905,2.2675,0,Day
821,4.314984709480123,0.7172218284904324,5.862385321100917,1,Day
822,3.237942122186495,0.7060575968222443,4.381028938906752,0,Day
823,2.1593625498007967,0.6494464944649446,2.860557768924303,0,Day
824,3.4748427672955975,0.7149321266968326,4.716981132075472,0,Day
825,2.7527675276752768,0.5911528150134048,3.566420664206642,0,Day
826,4.920972644376899,0.7288449660284126,6.7142857142857135,1,Day
827,2.5148148148148146,0.6642120765832106,3.3499999999999996,0,Day
828,1.4919786096256684,0.7670250896057348,2.064171122994652,0,Day
829,1.0454545454545454,0.782608695652174,1.4545454545454544,0,Day
831,3.7667731629392973,0.7430025445292621,5.166134185303515,0,Day
832,3.8401253918495297,0.8130612244897959,5.401253918495298,0,Day
833,2.96,0.6891891891891891,3.9799999999999995,0,Day
834,6.826747720364741,0.42430988423864646,8.275075987841944,1,Day
835,1.9181818181818182,0.5876777251184834,2.481818181818182,0,Day
836,2.051063829787234,0.6846473029045643,2.7531914893617024,0,Day
837,2.1434977578475336,0.5481171548117155,2.730941704035874,0,Day
838,3.183333333333333,0.7612565445026178,4.395,0,Day
839,2.431906614785992,0.6448,3.215953307392996,0,Day
841,1.8836206896551724,0.7048054919908466,2.5474137931034484,0,Day
9,1.0,0.5,1.25,0,Day
931,4.25776397515528,0.6739606126914661,5.692546583850932,0,Day
932,1.3454545454545455,0.8108108108108109,1.890909090909091,0,Day
933,1.9027777777777777,0.7907542579075426,2.6550925925925926,0,Day
934,7.585074626865672,0.6713892168437623,10.131343283582089,1,Day
935,1.8106995884773662,0.8772727272727273,2.6049382716049383,0,Day
936,1.5284090909090908,0.758364312267658,2.1079545454545454,0,Day
937,2.12448132780083,0.69921875,2.867219917012448,0,Day
0,1.0,1.0,1.5,0,Evening
111,6.005917159763314,0.7812807881773399,8.35207100591716,1,Evening
112,2.5107913669064748,0.826647564469914,3.548561151079136,0,Evening
113,2.6537216828478964,0.774390243902439,3.6812297734627832,0,Evening
114,4.213414634146342,0.8154848046309696,5.9314024390243905,1,Evening
115,10.078717201166182,0.6936650274804744,13.574344023323617,1,Evening
116,4.277777777777778,0.7886002886002886,5.964506172839506,1,Evening
121,5.003058103975535,0.7322738386308069,6.834862385321101,1,Evening
122,18.710526315789473,0.7577746522894202,25.79970760233918,2,Evening
123,4.872340425531915,0.7878976918278229,6.791793313069909,1,Evening
124,10.21865889212828,0.7774607703281027,14.190962099125365,1,Evening
126,1.9653679653679654,0.7731277533039648,2.725108225108225,0,Evening
231,1.715736040609137,0.8017751479289941,2.4035532994923856,0,Evening
232,3.0836012861736335,0.8571428571428571,4.405144694533762,0,Evening
233,5.570149253731343,0.729903536977492,7.602985074626866,1,Evening
234,4.6805970149253735,0.8341836734693877,6.632835820895523,1,Evening
235,1.2661290322580645,0.9681528662420382,1.879032258064516,0,Evening
241,2.825082508250825,0.772196261682243,3.9158415841584158,0,Evening
242,11.201166180758017,0.8172826652785008,15.778425655976676,1,Evening
243,3.313099041533546,0.7232401157184185,4.511182108626198,0,Evening
245,1.2531645569620253,0.6868686868686869,1.6835443037974684,0,Evening
246,1.7816593886462881,0.803921568627451,2.4978165938864625,0,Evening
311,7.900584795321637,0.6080680977054034,10.302631578947366,1,Evening
312,2.8038585209003215,0.8004587155963303,3.926045016077171,0,Evening
313,10.780058651026392,0.7554406964091404,14.85190615835777,1,Evening
314,2.9496644295302015,0.89419795221843,4.268456375838927,0,Evening
315,10.049418604651162,0.8704078680937228,14.42296511627907,1,Evening
316,1.3103448275862069,0.8596491228070176,1.8735632183908046,0,Evening
321,5.810089020771513,0.8478038815117467,8.272997032640948,1,Evening
322,2.4014869888475836,0.8018575851393189,3.3643122676579926,0,Evening
323,1.8036529680365296,0.8455696202531645,2.5662100456621006,0,Evening
324,2.6262626262626263,0.8128205128205128,3.6936026936026933,0,Evening
325,1.9959514170040487,0.8073022312373225,2.801619433198381,0,Evening
326,3.6831683168316833,0.6415770609318996,4.864686468646864,0,Evening
327,4.085106382978723,0.6785714285714286,5.47112462006079,1,Evening
431,2.2580645161290325,0.8063492063492064,3.1684587813620073,0,Evening
432,3.00990099009901,0.8267543859649122,4.254125412541254,0,Evening
433,2.925170068027211,0.813953488372093,4.115646258503402,0,Evening
434,2.6782006920415227,0.8669250645994832,3.8391003460207616,0,Evening
435,1.1111111111111112,0.9,1.6111111111111112,0,Evening
436,3.8685015290519877,0.4798418972332016,4.796636085626911,0,Evening
437,4.203647416413374,0.8532176428054953,5.996960486322189,1,Evening
438,3.320634920634921,0.8107074569789675,4.666666666666667,0,Evening
439,1.3363636363636364,0.8979591836734694,1.9363636363636365,0,Evening
441,5.800595238095238,0.8373524884556183,8.229166666666666,1,Evening
442,3.1912225705329154,0.8428290766208252,4.536050156739812,0,Evening
443,2.205533596837945,0.8978494623655914,3.195652173913044,0,Evening
444,2.2412587412587412,0.8221528861154446,3.1625874125874125,0,Evening
445,2.6506849315068495,0.9056847545219638,3.851027397260274,0,Evening
446,4.3916913946587535,0.7952702702702703,6.137982195845698,1,Evening
447,2.775244299674267,0.8509389671361502,3.9560260586319216,0,Evening
451,4.108761329305136,0.8411764705882353,5.836858006042297,1,Evening
452,2.037878787878788,0.8494423791821561,2.9034090909090913,0,Evening
511,8.078947368421053,0.8592110025334782,11.549707602339181,1,Evening
512,10.514619883040936,0.5942714126807565,13.63888888888889,1,Evening
514,3.46474358974359,0.757631822386679,4.77724358974359,0,Evening
515,2.6678082191780823,0.8202824133504493,3.761986301369863,0,Evening
516,2.159851301115242,0.8330464716006885,3.0594795539033464,0,Evening
517,3.20625,0.7582846003898636,4.421875,0,Evening
518,1.6869158878504673,0.7867036011080333,2.350467289719626,0,Evening
521,23.84011627906977,0.7528350201194977,32.81395348837209,2,Evening
522,4.325227963525836,0.6331693605059733,5.694528875379939,1,Evening
523,7.57957957957958,0.7931854199683043,10.585585585585585,1,Evening
524,13.145772594752186,0.7445109780439122,18.03935860058309,1,Evening
525,2.1372549019607843,0.5266055045871559,2.7,0,Evening
526,4.285276073619632,0.6463851109520401,5.670245398773006,1,Evening
527,1.96,0.8306122448979592,2.774,0,Evening
528,3.1528662420382165,0.6404040404040404,4.162420382165605,0,Evening
529,5.150602409638554,0.7257309941520468,7.019578313253012,1,Evening
531,3.287974683544304,0.7256977863330125,4.481012658227848,0,Evening
541,3.447712418300654,0.7251184834123223,4.697712418300654,0,Evening
611,10.7953216374269,0.8510292524377031,15.38888888888889,1,Evening
612,1.7971698113207548,0.8871391076115486,2.5943396226415096,0,Evening
613,4.3,0.8273431994362227,6.078787878787878,1,Evening
614,8.181286549707602,0.7573266619013581,11.27923976608187,1,Evening
615,1.972762645914397,0.8264299802761341,2.787937743190662,0,Evening
616,1.2903225806451613,0.8833333333333333,1.8602150537634408,0,Evening
617,1.2828282828282829,0.7716535433070866,1.777777777777778,0,Evening
618,1.64,0.8170731707317073,2.3099999999999996,0,Evening
621,5.931750741839763,0.7793896948474237,8.243323442136498,1,Evening
622,4.952941176470588,0.5457244655581948,6.304411764705882,1,Evening
623,6.810650887573964,0.8679409209383145,9.766272189349111,1,Evening
624,3.9476923076923076,0.7482462977396727,5.424615384615385,1,Evening
625,3.5919003115264796,0.8950563746747615,5.1993769470404985,1,Evening
626,2.0431654676258995,0.772887323943662,2.8327338129496407,0,Evening
627,10.139941690962099,0.8128234617596319,14.260932944606415,1,Evening
628,2.289855072463768,0.8275316455696202,3.2373188405797104,0,Evening
711,1.1428571428571428,0.85,1.6285714285714286,0,Evening
712,9.396449704142011,0.8406801007556675,13.346153846153845,1,Evening
713,4.710843373493976,0.7186700767263428,6.403614457831326,1,Evening
714,2.018796992481203,0.8212290502793296,2.8477443609022557,0,Evening
721,3.2732919254658386,0.8064516129032258,4.593167701863354,0,Evening
722,3.6200607902735564,0.889168765743073,5.229483282674773,1,Evening
723,7.267062314540059,0.7460187831768068,9.977744807121661,1,Evening
724,2.943217665615142,0.8628081457663451,4.212933753943218,0,Evening
725,3.0705128205128207,0.8016701461377871,4.301282051282051,0,Evening
811,2.6338983050847458,0.803088803088803,3.6915254237288138,0,Evening
812,1.1590909090909092,0.6862745098039216,1.556818181818182,0,Evening
813,10.81524926686217,0.8359544468546638,15.335777126099705,1,Evening
814,1.5978260869565217,0.7959183673469388,2.233695652173913,0,Evening
821,3.9071207430340555,0.8502377179080824,5.568111455108358,1,Evening
822,2.7333333333333334,0.8670731707317073,3.9183333333333334,0,Evening
823,1.9883268482490273,0.7906066536203522,2.77431906614786,0,Evening
824,3.459627329192547,0.8384201077199281,4.909937888198758,0,Evening
825,2.007782101167315,0.8701550387596899,2.8813229571984436,0,Evening
826,4.919881305637982,0.8709288299155609,7.062314540059346,1,Evening
827,2.2051282051282053,0.782392026578073,3.0677655677655675,0,Evening
828,1.698019801980198,0.8775510204081632,2.443069306930693,0,Evening
829,1.125,0.7407407407407407,1.5416666666666665,0,Evening
831,3.770186335403727,0.8813838550247117,5.4316770186335415,1,Evening
832,3.9353846153846153,0.9272869429241595,5.76,1,Evening
833,2.223021582733813,0.843042071197411,3.1600719424460433,0,Evening
834,4.403614457831325,0.6101231190150479,5.746987951807228,1,Evening
835,1.638743455497382,0.8370607028753994,2.324607329842932,0,Evening
836,1.8106995884773662,0.8568181818181818,2.5864197530864197,0,Evening
837,1.545945945945946,0.7972027972027972,2.162162162162162,0,Evening
838,3.3207547169811322,0.8636363636363636,4.754716981132076,0,Evening
839,2.0,0.7991803278688525,2.7991803278688527,0,Evening
841,1.7149532710280373,0.8719346049046321,2.4626168224299065,0,Evening
9,1.0,1.0,1.5,0,Evening
931,3.296875,0.6976303317535545,4.446875,0,Evening
932,1.3,0.8307692307692308,1.84,0,Evening
933,1.6794258373205742,0.8974358974358975,2.4330143540669855,0,Evening
934,6.091715976331361,0.7600777076250607,8.40680473372781,1,Evening
935,1.7673267326732673,0.84593837535014,2.514851485148515,0,Evening
936,1.6576086956521738,0.7770491803278688,2.301630434782609,0,Evening
937,1.9666666666666666,0.8220338983050848,2.775,0,Evening
