MAE,RMSE,test_days,excluded_beats,beat_metrics
0.560723383343495,0.8147736239969057,14,[521],"     BEAT       MAE      RMSE
0     111  0.512188  0.671268
1     112  0.275077  0.432869
2     113  0.383052  0.549970
3     114  0.433396  0.558385
4     115  0.764825  0.979545
..    ...       ...       ...
120   933  0.223028  0.365107
121   934  0.573375  0.726271
122   935  0.160498  0.309964
123   936  0.432684  0.606883
124   937  0.290714  0.429913

[125 rows x 3 columns]"
