BEAT,AVG_CALLS,HIGH_RISK_RATIO,SHIFT,SCENARIO,SCENARIO_DEMAND,UNITS,IS_HOTSPOT,SHIFT_HOURS,CAPACITY,COVERAGE,SHORTFALL
721,2.08984375,0.7420560747663552,Night,risk_aware_1.5,2.865234375,0,0,8.0,0.0,0.0,2.08984375
722,2.282142857142857,0.7683881064162754,Night,risk_aware_1.5,3.1589285714285715,0,0,8.0,0.0,0.0,2.282142857142857
723,3.6564417177914113,0.6409395973154363,Night,risk_aware_1.5,4.828220858895706,1,0,8.0,24.0,3.6564417177914113,0.0
724,2.1333333333333333,0.7458333333333333,Night,risk_aware_1.5,2.9288888888888893,0,0,8.0,0.0,0.0,2.1333333333333333
725,1.995798319327731,0.6421052631578947,Night,risk_aware_1.5,2.6365546218487395,0,0,8.0,0.0,0.0,1.995798319327731
811,1.9666666666666663,0.7478813559322034,Night,risk_aware_1.5,2.702083333333333,0,0,8.0,0.0,0.0,1.9666666666666663
812,1.0952380952380951,0.8695652173913043,Night,risk_aware_1.5,1.5714285714285712,0,0,8.0,0.0,0.0,1.0952380952380951
813,5.604166666666667,0.7392458842272969,Night,risk_aware_1.5,7.675595238095239,1,0,8.0,24.0,5.604166666666667,0.0
814,1.3008849557522124,0.7210884353741497,Night,risk_aware_1.5,1.7699115044247786,0,0,8.0,0.0,0.0,1.3008849557522124
821,2.435251798561151,0.689807976366322,Night,risk_aware_1.5,3.2751798561151078,1,0,8.0,24.0,2.435251798561151,0.0
822,1.793859649122807,0.7114914425427873,Night,risk_aware_1.5,2.432017543859649,0,0,8.0,0.0,0.0,1.793859649122807
823,1.5403726708074534,0.6653225806451613,Night,risk_aware_1.5,2.0527950310559007,0,0,8.0,0.0,0.0,1.5403726708074534
824,2.196078431372549,0.7857142857142857,Night,risk_aware_1.5,3.058823529411765,0,0,8.0,0.0,0.0,2.196078431372549
825,1.8428571428571427,0.6020671834625323,Night,risk_aware_1.5,2.3976190476190475,0,0,8.0,0.0,0.0,1.8428571428571427
826,2.700680272108844,0.8161209068010076,Night,risk_aware_1.5,3.8027210884353746,1,0,8.0,24.0,2.700680272108844,0.0
827,1.7045454545454546,0.792,Night,risk_aware_1.5,2.3795454545454544,0,0,8.0,0.0,0.0,1.7045454545454546
828,1.279279279279279,0.8591549295774648,Night,risk_aware_1.5,1.8288288288288286,0,0,8.0,0.0,0.0,1.279279279279279
829,1.0,0.8333333333333334,Night,risk_aware_1.5,1.4166666666666667,0,0,8.0,0.0,0.0,1.0
831,2.358565737051793,0.8344594594594594,Night,risk_aware_1.5,3.3426294820717137,1,0,8.0,24.0,2.358565737051793,0.0
832,2.6402877697841727,0.8610354223433242,Night,risk_aware_1.5,3.7769784172661867,1,0,8.0,24.0,2.6402877697841727,0.0
833,1.5513513513513513,0.7142857142857143,Night,risk_aware_1.5,2.1054054054054054,0,0,8.0,0.0,0.0,1.5513513513513513
834,3.1186440677966103,0.4054347826086956,Night,risk_aware_1.5,3.7508474576271187,1,0,8.0,24.0,3.1186440677966103,0.0
835,1.2677165354330708,0.7329192546583851,Night,risk_aware_1.5,1.732283464566929,0,0,8.0,0.0,0.0,1.2677165354330708
836,1.6174496644295302,0.6970954356846473,Night,risk_aware_1.5,2.1812080536912752,0,0,8.0,0.0,0.0,1.6174496644295302
837,1.644578313253012,0.5494505494505495,Night,risk_aware_1.5,2.0963855421686746,0,0,8.0,0.0,0.0,1.644578313253012
838,2.2566037735849056,0.7558528428093646,Night,risk_aware_1.5,3.1094339622641507,0,0,8.0,0.0,0.0,2.2566037735849056
839,1.5336538461538465,0.6144200626959248,Night,risk_aware_1.5,2.004807692307693,0,0,8.0,0.0,0.0,1.5336538461538465
841,1.3829787234042554,0.8051282051282052,Night,risk_aware_1.5,1.9397163120567376,0,0,8.0,0.0,0.0,1.3829787234042554
9,1.0,1.0,Night,risk_aware_1.5,1.5,0,0,8.0,0.0,0.0,1.0
931,2.5904059040590406,0.5669515669515669,Night,risk_aware_1.5,3.3247232472324724,1,0,8.0,24.0,2.5904059040590406,0.0
932,1.346666666666667,0.5346534653465347,Night,risk_aware_1.5,1.706666666666667,0,0,8.0,0.0,0.0,1.346666666666667
933,1.3525179856115108,0.7446808510638298,Night,risk_aware_1.5,1.856115107913669,0,0,8.0,0.0,0.0,1.3525179856115108
934,3.0844155844155843,0.5905263157894737,Night,risk_aware_1.5,3.9951298701298703,1,0,8.0,24.0,3.0844155844155843,0.0
935,1.2241379310344829,0.7323943661971831,Night,risk_aware_1.5,1.6724137931034484,0,0,8.0,0.0,0.0,1.2241379310344829
936,1.297872340425532,0.6721311475409836,Night,risk_aware_1.5,1.7340425531914894,0,0,8.0,0.0,0.0,1.297872340425532
937,1.3057851239669422,0.6772151898734177,Night,risk_aware_1.5,1.7479338842975207,0,0,8.0,0.0,0.0,1.3057851239669422
0,1.0,0.5,Night,risk_aware_2.0,1.5,0,0,8.0,0.0,0.0,1.0
111,3.0588235294117645,0.6741452991452992,Night,risk_aware_2.0,5.120915032679738,1,0,8.0,24.0,3.0588235294117645,0.0
112,1.7455357142857142,0.7979539641943734,Night,risk_aware_2.0,3.1383928571428568,0,0,8.0,0.0,0.0,1.7455357142857142
113,1.8222222222222224,0.6804878048780488,Night,risk_aware_2.0,3.0622222222222226,0,0,8.0,0.0,0.0,1.8222222222222224
114,2.4461538461538463,0.7028301886792453,Night,risk_aware_2.0,4.165384615384616,1,0,8.0,24.0,2.4461538461538463,0.0
115,5.100609756097561,0.5893604303646145,Night,risk_aware_2.0,8.106707317073171,1,0,8.0,24.0,5.100609756097561,0.0
116,2.527586206896552,0.7339699863574352,Night,risk_aware_2.0,4.382758620689655,1,0,8.0,24.0,2.527586206896552,0.0
121,2.6188679245283017,0.6628242074927954,Night,risk_aware_2.0,4.354716981132076,1,0,8.0,24.0,2.6188679245283017,0.0
122,11.553571428571429,0.7086553323029366,Night,risk_aware_2.0,19.741071428571427,2,1,8.0,48.0,11.553571428571429,0.0
123,3.627831715210356,0.3800178412132025,Night,risk_aware_2.0,5.006472491909385,1,0,8.0,24.0,3.627831715210356,0.0
124,4.850746268656716,0.6578461538461539,Night,risk_aware_2.0,8.041791044776119,1,0,8.0,24.0,4.850746268656716,0.0
126,1.3357142857142856,0.5989304812834224,Night,risk_aware_2.0,2.1357142857142857,0,0,8.0,0.0,0.0,1.3357142857142856
231,1.456140350877193,0.6566265060240963,Night,risk_aware_2.0,2.412280701754386,0,0,8.0,0.0,0.0,1.456140350877193
232,1.8823529411764703,0.6276041666666666,Night,risk_aware_2.0,3.0637254901960778,0,0,8.0,0.0,0.0,1.8823529411764703
233,3.19435736677116,0.5004906771344455,Night,risk_aware_2.0,4.793103448275862,1,0,8.0,24.0,3.19435736677116,0.0
234,2.640138408304498,0.7024901703800787,Night,risk_aware_2.0,4.494809688581315,1,0,8.0,24.0,2.640138408304498,0.0
235,1.186046511627907,0.9607843137254902,Night,risk_aware_2.0,2.325581395348838,0,0,8.0,0.0,0.0,1.186046511627907
241,1.9961977186311788,0.5980952380952381,Night,risk_aware_2.0,3.1901140684410647,0,0,8.0,0.0,0.0,1.9961977186311788
242,5.33933933933934,0.6811023622047244,Night,risk_aware_2.0,8.975975975975977,1,0,8.0,24.0,5.33933933933934,0.0
243,2.4057971014492754,0.5316265060240963,Night,risk_aware_2.0,3.684782608695652,0,0,8.0,0.0,0.0,2.4057971014492754
245,1.2307692307692308,0.671875,Night,risk_aware_2.0,2.057692307692308,0,0,8.0,0.0,0.0,1.2307692307692308
246,1.3548387096774193,0.7380952380952381,Night,risk_aware_2.0,2.354838709677419,0,0,8.0,0.0,0.0,1.3548387096774193
311,5.12874251497006,0.4483362521891418,Night,risk_aware_2.0,7.428143712574851,1,0,8.0,24.0,5.12874251497006,0.0
312,2.362264150943396,0.6150159744408946,Night,risk_aware_2.0,3.8150943396226418,0,0,8.0,0.0,0.0,2.362264150943396
313,8.669642857142858,0.5005149330587023,Night,risk_aware_2.0,13.008928571428571,1,1,8.0,24.0,8.669642857142858,0.0
314,1.9703389830508475,0.7290322580645161,Night,risk_aware_2.0,3.4067796610169494,0,0,8.0,0.0,0.0,1.9703389830508475
315,4.926153846153846,0.740787008119925,Night,risk_aware_2.0,8.575384615384614,1,0,8.0,24.0,4.926153846153846,0.0
316,1.1290322580645162,0.7428571428571429,Night,risk_aware_2.0,1.9677419354838712,0,0,8.0,0.0,0.0,1.1290322580645162
321,3.8098159509202456,0.782608695652174,Night,risk_aware_2.0,6.791411042944786,1,0,8.0,24.0,3.8098159509202456,0.0
322,1.6203208556149733,0.7557755775577558,Night,risk_aware_2.0,2.8449197860962565,0,0,8.0,0.0,0.0,1.6203208556149733
323,1.3308823529411764,0.8121546961325967,Night,risk_aware_2.0,2.411764705882353,0,0,8.0,0.0,0.0,1.3308823529411764
324,1.7121951219512197,0.7663817663817664,Night,risk_aware_2.0,3.0243902439024395,0,0,8.0,0.0,0.0,1.7121951219512197
325,1.4405594405594406,0.7669902912621359,Night,risk_aware_2.0,2.545454545454546,0,0,8.0,0.0,0.0,1.4405594405594406
326,2.236514522821577,0.6679035250463822,Night,risk_aware_2.0,3.730290456431536,0,0,8.0,0.0,0.0,2.236514522821577
327,2.592592592592593,0.6728571428571428,Night,risk_aware_2.0,4.337037037037038,1,0,8.0,24.0,2.592592592592593,0.0
431,1.3928571428571428,0.6709401709401709,Night,risk_aware_2.0,2.327380952380952,0,0,8.0,0.0,0.0,1.3928571428571428
432,1.9030837004405283,0.6944444444444444,Night,risk_aware_2.0,3.2246696035242284,0,0,8.0,0.0,0.0,1.9030837004405283
433,1.92018779342723,0.7432762836185819,Night,risk_aware_2.0,3.3474178403755865,0,0,8.0,0.0,0.0,1.92018779342723
434,1.751131221719457,0.6666666666666666,Night,risk_aware_2.0,2.918552036199095,0,0,8.0,0.0,0.0,1.751131221719457
435,1.0,0.8,Night,risk_aware_2.0,1.8,0,0,8.0,0.0,0.0,1.0
436,2.0916030534351147,0.5054744525547445,Night,risk_aware_2.0,3.148854961832061,0,0,8.0,0.0,0.0,2.0916030534351147
437,2.52536231884058,0.7460545193687231,Night,risk_aware_2.0,4.409420289855073,1,0,8.0,24.0,2.52536231884058,0.0
438,1.9791666666666667,0.728421052631579,Night,risk_aware_2.0,3.420833333333334,0,0,8.0,0.0,0.0,1.9791666666666667
439,1.2549019607843137,0.8125,Night,risk_aware_2.0,2.2745098039215685,0,0,8.0,0.0,0.0,1.2549019607843137
441,3.2072368421052637,0.6205128205128205,Night,risk_aware_2.0,5.197368421052633,1,0,8.0,24.0,3.2072368421052637,0.0
442,2.106382978723404,0.7151515151515152,Night,risk_aware_2.0,3.6127659574468085,0,0,8.0,0.0,0.0,2.106382978723404
443,1.5123456790123455,0.8979591836734694,Night,risk_aware_2.0,2.8703703703703702,0,0,8.0,0.0,0.0,1.5123456790123455
444,1.6988636363636365,0.5852842809364549,Night,risk_aware_2.0,2.6931818181818183,0,0,8.0,0.0,0.0,1.6988636363636365
445,1.615,0.7832817337461301,Night,risk_aware_2.0,2.8800000000000003,0,0,8.0,0.0,0.0,1.615
446,2.3115384615384613,0.7637271214642263,Night,risk_aware_2.0,4.076923076923077,1,0,8.0,24.0,2.3115384615384613,0.0
447,1.841860465116279,0.7373737373737373,Night,risk_aware_2.0,3.2,0,0,8.0,0.0,0.0,1.841860465116279
451,1.9637096774193548,0.6796714579055442,Night,risk_aware_2.0,3.298387096774193,0,0,8.0,0.0,0.0,1.9637096774193548
452,1.55625,0.714859437751004,Night,risk_aware_2.0,2.6687499999999997,0,0,8.0,0.0,0.0,1.55625
511,5.910769230769231,0.8047891723060906,Night,risk_aware_2.0,10.66769230769231,1,0,8.0,24.0,5.910769230769231,0.0
512,6.159638554216867,0.4004889975550122,Night,risk_aware_2.0,8.626506024096384,1,1,8.0,24.0,6.159638554216867,0.0
514,2.386617100371747,0.5872274143302181,Night,risk_aware_2.0,3.7881040892193307,0,0,8.0,0.0,0.0,2.386617100371747
515,1.889952153110048,0.769620253164557,Night,risk_aware_2.0,3.344497607655503,0,0,8.0,0.0,0.0,1.889952153110048
516,1.7972972972972974,0.6641604010025063,Night,risk_aware_2.0,2.990990990990991,0,0,8.0,0.0,0.0,1.7972972972972974
517,2.236162361623616,0.7293729372937293,Night,risk_aware_2.0,3.867158671586716,0,0,8.0,0.0,0.0,2.236162361623616
518,1.3706293706293706,0.6581632653061225,Night,risk_aware_2.0,2.272727272727273,0,0,8.0,0.0,0.0,1.3706293706293706
521,18.197014925373136,0.593503937007874,Night,risk_aware_2.0,28.997014925373136,3,1,8.0,72.0,18.197014925373136,0.0
522,2.8106312292358804,0.6323877068557919,Night,risk_aware_2.0,4.588039867109634,1,0,8.0,24.0,2.8106312292358804,0.0
523,9.73065015479876,0.8469615017499205,Night,risk_aware_2.0,17.972136222910216,2,0,8.0,48.0,9.73065015479876,0.0
524,11.760479041916168,0.6484215885947047,Night,risk_aware_2.0,19.38622754491018,2,1,8.0,48.0,11.760479041916168,0.0
525,1.652941176470588,0.8220640569395018,Night,risk_aware_2.0,3.011764705882352,0,0,8.0,0.0,0.0,1.652941176470588
526,2.591695501730104,0.8130841121495327,Night,risk_aware_2.0,4.6989619377162635,1,0,8.0,24.0,2.591695501730104,0.0
527,1.6032608695652173,0.8440677966101695,Night,risk_aware_2.0,2.9565217391304346,0,0,8.0,0.0,0.0,1.6032608695652173
528,2.291970802919708,0.6162420382165605,Night,risk_aware_2.0,3.704379562043796,0,0,8.0,0.0,0.0,2.291970802919708
529,2.809688581314879,0.7364532019704434,Night,risk_aware_2.0,4.878892733564014,1,0,8.0,24.0,2.809688581314879,0.0
531,2.6543624161073827,0.4993678887484197,Night,risk_aware_2.0,3.9798657718120807,0,0,8.0,0.0,0.0,2.6543624161073827
541,1.986842105263158,0.7969094922737306,Night,risk_aware_2.0,3.570175438596491,0,0,8.0,0.0,0.0,1.986842105263158
611,6.093939393939394,0.7463948284435604,Night,risk_aware_2.0,10.642424242424243,1,0,8.0,24.0,6.093939393939394,0.0
612,1.2993197278911566,0.8900523560209425,Night,risk_aware_2.0,2.4557823129251704,0,0,8.0,0.0,0.0,1.2993197278911566
613,2.5104895104895104,0.7437325905292479,Night,risk_aware_2.0,4.3776223776223775,1,0,8.0,24.0,2.5104895104895104,0.0
614,4.903030303030303,0.6118665018541409,Night,risk_aware_2.0,7.903030303030303,1,0,8.0,24.0,4.903030303030303,0.0
615,1.5935828877005347,0.7718120805369127,Night,risk_aware_2.0,2.823529411764706,0,0,8.0,0.0,0.0,1.5935828877005347
616,1.206896551724138,0.8428571428571429,Night,risk_aware_2.0,2.2241379310344827,0,0,8.0,0.0,0.0,1.206896551724138
617,1.1956521739130437,0.5818181818181818,Night,risk_aware_2.0,1.8913043478260871,0,0,8.0,0.0,0.0,1.1956521739130437
618,1.1868131868131868,0.7407407407407407,Night,risk_aware_2.0,2.0659340659340657,0,0,8.0,0.0,0.0,1.1868131868131868
621,2.8762541806020065,0.7116279069767442,Night,risk_aware_2.0,4.9230769230769225,1,0,8.0,24.0,2.8762541806020065,0.0
622,2.889610389610389,0.4146067415730337,Night,risk_aware_2.0,4.087662337662337,1,0,8.0,24.0,2.889610389610389,0.0
623,3.5764331210191083,0.7061442564559216,Night,risk_aware_2.0,6.101910828025477,1,0,8.0,24.0,3.5764331210191083,0.0
624,2.376865671641791,0.7111459968602826,Night,risk_aware_2.0,4.067164179104477,0,0,8.0,0.0,0.0,2.376865671641791
625,2.3252032520325203,0.7604895104895105,Night,risk_aware_2.0,4.09349593495935,1,0,8.0,24.0,2.3252032520325203,0.0
626,1.7866666666666666,0.6716417910447762,Night,risk_aware_2.0,2.9866666666666664,0,0,8.0,0.0,0.0,1.7866666666666666
627,5.830357142857143,0.7958141909137315,Night,risk_aware_2.0,10.470238095238097,1,0,8.0,24.0,5.830357142857143,0.0
628,1.7081081081081082,0.8006329113924051,Night,risk_aware_2.0,3.075675675675676,0,0,8.0,0.0,0.0,1.7081081081081082
711,1.0,0.8888888888888888,Night,risk_aware_2.0,1.8888888888888888,0,0,8.0,0.0,0.0,1.0
712,4.76595744680851,0.7340561224489796,Night,risk_aware_2.0,8.264437689969604,1,0,8.0,24.0,4.76595744680851,0.0
713,3.2427184466019416,0.5798403193612774,Night,risk_aware_2.0,5.122977346278317,1,0,8.0,24.0,3.2427184466019416,0.0
714,1.6859903381642511,0.8538681948424068,Night,risk_aware_2.0,3.1256038647342996,0,0,8.0,0.0,0.0,1.6859903381642511
721,2.08984375,0.7420560747663552,Night,risk_aware_2.0,3.640625,0,0,8.0,0.0,0.0,2.08984375
722,2.282142857142857,0.7683881064162754,Night,risk_aware_2.0,4.035714285714286,0,0,8.0,0.0,0.0,2.282142857142857
723,3.6564417177914113,0.6409395973154363,Night,risk_aware_2.0,6.0,1,0,8.0,24.0,3.6564417177914113,0.0
724,2.1333333333333333,0.7458333333333333,Night,risk_aware_2.0,3.7244444444444444,0,0,8.0,0.0,0.0,2.1333333333333333
725,1.995798319327731,0.6421052631578947,Night,risk_aware_2.0,3.277310924369748,0,0,8.0,0.0,0.0,1.995798319327731
811,1.9666666666666663,0.7478813559322034,Night,risk_aware_2.0,3.437499999999999,0,0,8.0,0.0,0.0,1.9666666666666663
812,1.0952380952380951,0.8695652173913043,Night,risk_aware_2.0,2.0476190476190474,0,0,8.0,0.0,0.0,1.0952380952380951
813,5.604166666666667,0.7392458842272969,Night,risk_aware_2.0,9.74702380952381,1,0,8.0,24.0,5.604166666666667,0.0
814,1.3008849557522124,0.7210884353741497,Night,risk_aware_2.0,2.238938053097345,0,0,8.0,0.0,0.0,1.3008849557522124
821,2.435251798561151,0.689807976366322,Night,risk_aware_2.0,4.115107913669065,1,0,8.0,24.0,2.435251798561151,0.0
822,1.793859649122807,0.7114914425427873,Night,risk_aware_2.0,3.0701754385964914,0,0,8.0,0.0,0.0,1.793859649122807
823,1.5403726708074534,0.6653225806451613,Night,risk_aware_2.0,2.5652173913043477,0,0,8.0,0.0,0.0,1.5403726708074534
824,2.196078431372549,0.7857142857142857,Night,risk_aware_2.0,3.9215686274509807,0,0,8.0,0.0,0.0,2.196078431372549
825,1.8428571428571427,0.6020671834625323,Night,risk_aware_2.0,2.952380952380952,0,0,8.0,0.0,0.0,1.8428571428571427
826,2.700680272108844,0.8161209068010076,Night,risk_aware_2.0,4.904761904761906,1,0,8.0,24.0,2.700680272108844,0.0
827,1.7045454545454546,0.792,Night,risk_aware_2.0,3.0545454545454547,0,0,8.0,0.0,0.0,1.7045454545454546
828,1.279279279279279,0.8591549295774648,Night,risk_aware_2.0,2.378378378378378,0,0,8.0,0.0,0.0,1.279279279279279
829,1.0,0.8333333333333334,Night,risk_aware_2.0,1.8333333333333335,0,0,8.0,0.0,0.0,1.0
831,2.358565737051793,0.8344594594594594,Night,risk_aware_2.0,4.326693227091634,1,0,8.0,24.0,2.358565737051793,0.0
832,2.6402877697841727,0.8610354223433242,Night,risk_aware_2.0,4.913669064748201,1,0,8.0,24.0,2.6402877697841727,0.0
833,1.5513513513513513,0.7142857142857143,Night,risk_aware_2.0,2.6594594594594594,0,0,8.0,0.0,0.0,1.5513513513513513
834,3.1186440677966103,0.4054347826086956,Night,risk_aware_2.0,4.3830508474576275,1,0,8.0,24.0,3.1186440677966103,0.0
835,1.2677165354330708,0.7329192546583851,Night,risk_aware_2.0,2.1968503937007875,0,0,8.0,0.0,0.0,1.2677165354330708
836,1.6174496644295302,0.6970954356846473,Night,risk_aware_2.0,2.7449664429530203,0,0,8.0,0.0,0.0,1.6174496644295302
837,1.644578313253012,0.5494505494505495,Night,risk_aware_2.0,2.5481927710843375,0,0,8.0,0.0,0.0,1.644578313253012
838,2.2566037735849056,0.7558528428093646,Night,risk_aware_2.0,3.962264150943396,0,0,8.0,0.0,0.0,2.2566037735849056
839,1.5336538461538465,0.6144200626959248,Night,risk_aware_2.0,2.475961538461539,0,0,8.0,0.0,0.0,1.5336538461538465
841,1.3829787234042554,0.8051282051282052,Night,risk_aware_2.0,2.49645390070922,0,0,8.0,0.0,0.0,1.3829787234042554
9,1.0,1.0,Night,risk_aware_2.0,2.0,0,0,8.0,0.0,0.0,1.0
931,2.5904059040590406,0.5669515669515669,Night,risk_aware_2.0,4.059040590405904,0,0,8.0,0.0,0.0,2.5904059040590406
932,1.346666666666667,0.5346534653465347,Night,risk_aware_2.0,2.066666666666667,0,0,8.0,0.0,0.0,1.346666666666667
933,1.3525179856115108,0.7446808510638298,Night,risk_aware_2.0,2.3597122302158273,0,0,8.0,0.0,0.0,1.3525179856115108
934,3.0844155844155843,0.5905263157894737,Night,risk_aware_2.0,4.905844155844156,1,0,8.0,24.0,3.0844155844155843,0.0
935,1.2241379310344829,0.7323943661971831,Night,risk_aware_2.0,2.1206896551724137,0,0,8.0,0.0,0.0,1.2241379310344829
936,1.297872340425532,0.6721311475409836,Night,risk_aware_2.0,2.170212765957447,0,0,8.0,0.0,0.0,1.297872340425532
937,1.3057851239669422,0.6772151898734177,Night,risk_aware_2.0,2.190082644628099,0,0,8.0,0.0,0.0,1.3057851239669422
0,1.0,0.5,Night,hotspot_protect_top5_min2,1.0,0,0,8.0,0.0,0.0,1.0
111,3.0588235294117645,0.6741452991452992,Night,hotspot_protect_top5_min2,3.0588235294117645,1,0,8.0,24.0,3.0588235294117645,0.0
112,1.7455357142857142,0.7979539641943734,Night,hotspot_protect_top5_min2,1.7455357142857142,0,0,8.0,0.0,0.0,1.7455357142857142
113,1.8222222222222224,0.6804878048780488,Night,hotspot_protect_top5_min2,1.8222222222222224,0,0,8.0,0.0,0.0,1.8222222222222224
114,2.4461538461538463,0.7028301886792453,Night,hotspot_protect_top5_min2,2.4461538461538463,0,0,8.0,0.0,0.0,2.4461538461538463
115,5.100609756097561,0.5893604303646145,Night,hotspot_protect_top5_min2,5.100609756097561,1,0,8.0,24.0,5.100609756097561,0.0
116,2.527586206896552,0.7339699863574352,Night,hotspot_protect_top5_min2,2.527586206896552,0,0,8.0,0.0,0.0,2.527586206896552
121,2.6188679245283017,0.6628242074927954,Night,hotspot_protect_top5_min2,2.6188679245283017,1,0,8.0,24.0,2.6188679245283017,0.0
122,11.553571428571429,0.7086553323029366,Night,hotspot_protect_top5_min2,11.553571428571429,4,1,8.0,96.0,11.553571428571429,0.0
123,3.627831715210356,0.3800178412132025,Night,hotspot_protect_top5_min2,3.627831715210356,1,0,8.0,24.0,3.627831715210356,0.0
124,4.850746268656716,0.6578461538461539,Night,hotspot_protect_top5_min2,4.850746268656716,1,0,8.0,24.0,4.850746268656716,0.0
126,1.3357142857142856,0.5989304812834224,Night,hotspot_protect_top5_min2,1.3357142857142856,0,0,8.0,0.0,0.0,1.3357142857142856
231,1.456140350877193,0.6566265060240963,Night,hotspot_protect_top5_min2,1.456140350877193,0,0,8.0,0.0,0.0,1.456140350877193
232,1.8823529411764703,0.6276041666666666,Night,hotspot_protect_top5_min2,1.8823529411764703,0,0,8.0,0.0,0.0,1.8823529411764703
233,3.19435736677116,0.5004906771344455,Night,hotspot_protect_top5_min2,3.19435736677116,1,0,8.0,24.0,3.19435736677116,0.0
234,2.640138408304498,0.7024901703800787,Night,hotspot_protect_top5_min2,2.640138408304498,1,0,8.0,24.0,2.640138408304498,0.0
235,1.186046511627907,0.9607843137254902,Night,hotspot_protect_top5_min2,1.186046511627907,0,0,8.0,0.0,0.0,1.186046511627907
241,1.9961977186311788,0.5980952380952381,Night,hotspot_protect_top5_min2,1.9961977186311788,0,0,8.0,0.0,0.0,1.9961977186311788
242,5.33933933933934,0.6811023622047244,Night,hotspot_protect_top5_min2,5.33933933933934,1,0,8.0,24.0,5.33933933933934,0.0
243,2.4057971014492754,0.5316265060240963,Night,hotspot_protect_top5_min2,2.4057971014492754,0,0,8.0,0.0,0.0,2.4057971014492754
245,1.2307692307692308,0.671875,Night,hotspot_protect_top5_min2,1.2307692307692308,0,0,8.0,0.0,0.0,1.2307692307692308
246,1.3548387096774193,0.7380952380952381,Night,hotspot_protect_top5_min2,1.3548387096774193,0,0,8.0,0.0,0.0,1.3548387096774193
311,5.12874251497006,0.4483362521891418,Night,hotspot_protect_top5_min2,5.12874251497006,1,0,8.0,24.0,5.12874251497006,0.0
312,2.362264150943396,0.6150159744408946,Night,hotspot_protect_top5_min2,2.362264150943396,0,0,8.0,0.0,0.0,2.362264150943396
313,8.669642857142858,0.5005149330587023,Night,hotspot_protect_top5_min2,8.669642857142858,3,1,8.0,72.0,8.669642857142858,0.0
314,1.9703389830508475,0.7290322580645161,Night,hotspot_protect_top5_min2,1.9703389830508475,0,0,8.0,0.0,0.0,1.9703389830508475
315,4.926153846153846,0.740787008119925,Night,hotspot_protect_top5_min2,4.926153846153846,1,0,8.0,24.0,4.926153846153846,0.0
316,1.1290322580645162,0.7428571428571429,Night,hotspot_protect_top5_min2,1.1290322580645162,0,0,8.0,0.0,0.0,1.1290322580645162
321,3.8098159509202456,0.782608695652174,Night,hotspot_protect_top5_min2,3.8098159509202456,1,0,8.0,24.0,3.8098159509202456,0.0
322,1.6203208556149733,0.7557755775577558,Night,hotspot_protect_top5_min2,1.6203208556149733,0,0,8.0,0.0,0.0,1.6203208556149733
323,1.3308823529411764,0.8121546961325967,Night,hotspot_protect_top5_min2,1.3308823529411764,0,0,8.0,0.0,0.0,1.3308823529411764
324,1.7121951219512197,0.7663817663817664,Night,hotspot_protect_top5_min2,1.7121951219512197,0,0,8.0,0.0,0.0,1.7121951219512197
325,1.4405594405594406,0.7669902912621359,Night,hotspot_protect_top5_min2,1.4405594405594406,0,0,8.0,0.0,0.0,1.4405594405594406
326,2.236514522821577,0.6679035250463822,Night,hotspot_protect_top5_min2,2.236514522821577,0,0,8.0,0.0,0.0,2.236514522821577
327,2.592592592592593,0.6728571428571428,Night,hotspot_protect_top5_min2,2.592592592592593,1,0,8.0,24.0,2.592592592592593,0.0
431,1.3928571428571428,0.6709401709401709,Night,hotspot_protect_top5_min2,1.3928571428571428,0,0,8.0,0.0,0.0,1.3928571428571428
432,1.9030837004405283,0.6944444444444444,Night,hotspot_protect_top5_min2,1.9030837004405283,0,0,8.0,0.0,0.0,1.9030837004405283
433,1.92018779342723,0.7432762836185819,Night,hotspot_protect_top5_min2,1.92018779342723,0,0,8.0,0.0,0.0,1.92018779342723
434,1.751131221719457,0.6666666666666666,Night,hotspot_protect_top5_min2,1.751131221719457,0,0,8.0,0.0,0.0,1.751131221719457
435,1.0,0.8,Night,hotspot_protect_top5_min2,1.0,0,0,8.0,0.0,0.0,1.0
436,2.0916030534351147,0.5054744525547445,Night,hotspot_protect_top5_min2,2.0916030534351147,0,0,8.0,0.0,0.0,2.0916030534351147
437,2.52536231884058,0.7460545193687231,Night,hotspot_protect_top5_min2,2.52536231884058,0,0,8.0,0.0,0.0,2.52536231884058
438,1.9791666666666667,0.728421052631579,Night,hotspot_protect_top5_min2,1.9791666666666667,0,0,8.0,0.0,0.0,1.9791666666666667
439,1.2549019607843137,0.8125,Night,hotspot_protect_top5_min2,1.2549019607843137,0,0,8.0,0.0,0.0,1.2549019607843137
441,3.2072368421052637,0.6205128205128205,Night,hotspot_protect_top5_min2,3.2072368421052637,1,0,8.0,24.0,3.2072368421052637,0.0
442,2.106382978723404,0.7151515151515152,Night,hotspot_protect_top5_min2,2.106382978723404,0,0,8.0,0.0,0.0,2.106382978723404
443,1.5123456790123455,0.8979591836734694,Night,hotspot_protect_top5_min2,1.5123456790123455,0,0,8.0,0.0,0.0,1.5123456790123455
444,1.6988636363636365,0.5852842809364549,Night,hotspot_protect_top5_min2,1.6988636363636365,0,0,8.0,0.0,0.0,1.6988636363636365
445,1.615,0.7832817337461301,Night,hotspot_protect_top5_min2,1.615,0,0,8.0,0.0,0.0,1.615
